Company Name,Year,Region,Note,Timestamp,Sentence,word_count,prob_env,prob_soc,prob_gov,env_flag,soc_flag,gov_flag,ESG_multilabel,sentence_id,specificity_short_reason_pred,corporate_relevance_pred,specificity_tier_pred,custom_id,sent_label,is_corporate_tier1plus,is_corporate_tier2plus,is_tier2plus,is_tier1plus,tier_if_corp_t1p,tier_if_t1p_allrelevance,is_corp_t1p_positive,is_corp_t1p_negative
AIG,2012,N. America,,02/08/2026 23:04:50,Even with Storm Sandy – the second largest catastrophic event for AIG in the U.S. – we earned a profit in 2012.,22,0.9277098774909972,0.0001256465911865,0.0008977651596069,1,0,0,E,env_0,"Rule 4: the main clause is our profit result, while Storm Sandy is a contextual catastrophe mention; named event makes it concrete but not a corporate ESG claim.",Corporate,2,specificity_env_full_0_19,positive,True,True,True,True,2.0,2.0,True,False
AIG,2013,N. America,,12/09/2025 16:13:50,"To Our Shareholders, When we look back on 2013, we can truly say that it was an opportunity for us to demonstrate that what we’ve done at AIG over the past few years is sustainable.",35,0.8866025805473328,0.9589691162109376,0.0025793313980102,1,1,0,"E,S",env_1,"Delete-the-trigger test: 'sustainable' refers to what AIG has done over time, a business durability claim with no real ESG content surviving.",Corporate,0,specificity_env_full_0_19,positive,False,False,False,False,,,False,False
AIG,2013,N. America,,12/09/2025 16:13:50,"We became a stronger, and more efficient and sustainable company, thanks in part to our continued progress in such areas as technology, operations, and our centers of excellence.",28,0.809947669506073,0.0002931952476501,0.0013929009437561,1,0,0,E,env_2,"Delete-the-trigger test: 'sustainable company' is a generic durability claim, but the sentence also has real corporate improvement language with no named ESG program or metric.",Corporate,1,specificity_env_full_0_19,positive,True,False,False,True,1.0,1.0,True,False
AIG,2014,N. America,,12/09/2025 16:17:33,Value and sustainability: This is 2015 and looking toward the future.,11,0.9657652378082277,0.9793552756309508,0.0042780637741088,1,1,0,"E,S",env_3,Delete-the-trigger test: 'sustainability' is just a title-like framing with no substantive ESG claim or program.,Corporate,0,specificity_env_full_0_19,neutral,False,False,False,False,,,False,False
AIG,2014,N. America,,12/09/2025 16:17:33,This means that we take the longer view – balancing our pursuit of sustainable performance with meaningful improvements to our perfor- mance in the short term.,26,0.955068588256836,0.9993847608566284,0.0018274784088134,1,1,0,"E,S",env_4,"Delete-the-trigger test: 'sustainable performance' is a business-performance phrase, not an ESG commitment, and no ESG content remains.",Corporate,0,specificity_env_full_0_19,positive,False,False,False,False,,,False,False
AIG,2014,N. America,,12/09/2025 16:17:33,"From cyber-risk insurance to crisis management and environmental consulting, our innovative offerings and investments in loss control services are increasingly differen- tiating AIG and opening up new avenues to expand client relationships.",32,0.951693832874298,0.0001310110092163,0.0019826889038085,1,0,0,E,env_5,"Named business line rule: 'environmental consulting' is a specific, checkable offering, so this is a corporate ESG-related activity without a number.",Corporate,2,specificity_env_full_0_19,positive,True,True,True,True,2.0,2.0,True,False
AIG,2015,N. America,,14/09/2025 14:30:23,Much of our focus goes into helping our customers avoid calam- ity in the first place.,16,0.8886688947677612,0.6076687574386597,0.0018057227134704,1,1,0,"E,S",env_6,"Delete-the-trigger test: 'calamity' is just customer-risk language, with no genuine ESG content or named program.",Corporate,0,specificity_env_full_0_19,neutral,False,False,False,False,,,False,False
AIG,2016,N. America,,14/09/2025 14:32:02,"Over the past several years these ranged from the macro issues of investment returns depressed by persistently low interest rates; the use of a hurdle rate for new business, which was in hindsight below investor expectations; and more micro issues like the slow exit of troubled lines such as pollution-legal-liability and buffer-trucking.",52,0.9924410581588744,0.000148057937622,0.0008094906806945,1,0,0,E,env_7,"Contextual external conditions: the sentence discusses low interest rates and troubled lines like pollution-liability, but the ESG-relevant part is just industry/business context with no firm actor.",Contextual,1,specificity_env_full_0_19,negative,False,False,False,True,,1.0,False,False
AIG,2017,N. America,,14/09/2025 14:33:22,Our employees’ remarkable response to 2017’s historically severe natural catastrophes is a prime example of who we are.,18,0.94551682472229,0.0145546793937683,0.001236081123352,1,0,0,E,env_8,"Contextual catastrophe mention: 'historically severe natural catastrophes' is an external event description, and the sentence is mainly praise of employees rather than a corporate ESG claim.",Contextual,1,specificity_env_full_0_19,neutral,False,False,False,True,,1.0,False,False
AIG,2017,N. America,,14/09/2025 14:33:22,"Financial targets are critical to the management of the company, but we no longer provide them because they need to be balanced against our goal of building a strong, sustainable business for the long-term.",34,0.9026620388031006,0.9872379302978516,0.0023545622825622,1,1,0,"E,S",env_9,"Delete-the-trigger test: 'sustainable business' is boilerplate long-term value language, not a verifiable ESG commitment.",Corporate,0,specificity_env_full_0_19,neutral,False,False,False,False,,,False,False
AIG,2017,N. America,,14/09/2025 14:33:22,AIG provided $1 million in aid to organizations focused on emergency relief and ongoing recovery following Hurricane Harvey.,18,0.9878679513931274,0.0014688968658447,0.0008430480957031,1,0,0,E,env_10,"Quantified corporate aid: 'provided $1 million' is a specific, verifiable contribution tied to Hurricane Harvey relief.",Corporate,3,specificity_env_full_0_19,positive,True,True,True,True,3.0,3.0,True,False
AIG,2017,N. America,,14/09/2025 14:33:22,"PETER ZAFFINO CEO, General Insurance Brian Duperreault, Kevin Hogan and Peter Zaffino addressing colleagues at an employee town hall in AIG’s Houston offices shortly after Hurricane Harvey.",27,0.7745553851127625,0.0001282691955566,0.001889944076538,1,0,0,E,env_11,Proper-noun/caption-like collision: this is an event photo caption about Hurricane Harvey with no substantive ESG claim beyond the named disaster.,Contextual,0,specificity_env_full_0_19,neutral,False,False,False,False,,,False,False
AIG,2017,N. America,,14/09/2025 14:33:22,The AIG local team tirelessly helped the community to rebuild in the aftermath of Hurricane Maria.,16,0.8635393977165222,0.9989268183708192,0.0014295578002929,1,1,0,"E,S",env_12,Named disaster response: 'Hurricane Maria' plus the local team helping rebuild is a concrete corporate community-response claim without a number.,Corporate,2,specificity_env_full_0_19,positive,True,True,True,True,2.0,2.0,True,False
AIG,2017,N. America,,14/09/2025 14:33:22,"wars, fi nancial calamities, industry-changing Blackboard Insurance regulatory reform and natural disasters.",12,0.933687686920166,0.0001230239868164,0.0015057325363159,1,0,0,E,env_13,"Contextual list of external shocks: 'wars,' 'financial calamities,' and 'natural disasters' are outside conditions, not company actions.",Contextual,1,specificity_env_full_0_19,neutral,False,False,False,True,,1.0,False,False
AIG,2018,N. America,,14/09/2025 14:34:10,"I want to thank colleagues across General Insurance for their diligence and dedication serving clients through another year of high-impact catastrophe events — whether in Japan, where many employees, regardless of their role, fi elded claims while recovering from Typhoons Jebi and Trami themselves, or in response to Hurricanes Florence and Michael and mudslides and wildfi res in California.",59,0.959674596786499,0.0003125667572021,0.0008736252784729,1,0,0,E,env_14,"Contextual catastrophe mentions: Typhoons Jebi and Trami, Hurricanes Florence and Michael, mudslides and wildfires are external events; the sentence is about employees serving through them.",Contextual,2,specificity_env_full_0_19,positive,False,False,True,True,,2.0,False,False
AIG,2019,N. America,,14/09/2025 14:36:06,"This program is critical to establishing the infrastructure necessary to position AIG for the delivery of sustainable, long-term value well into the future.",23,0.6033192276954651,0.9992877840995787,0.0030422210693359,1,1,0,"E,S",env_15,"Delete-the-trigger test: 'sustainable, long-term value' is a generic business-durability statement with no named ESG program or metric.",Corporate,0,specificity_env_full_0_19,positive,False,False,False,False,,,False,False
AIG,2019,N. America,,14/09/2025 14:36:06,"We also aim to make a difference through our commitment to sustainability and corporate citizenship, while continuing to build a culture that values diversity and inclusion.",26,0.959723174571991,0.9995824694633484,0.7150415182113647,1,1,1,"E,S,G",env_16,"Generic corporate commitment to 'sustainability and corporate citizenship' with diversity and inclusion, but no named initiative or metric.",Corporate,1,specificity_env_full_0_19,positive,True,False,False,True,1.0,1.0,True,False
AIG,2019,N. America,,14/09/2025 14:36:06,"I believe that a continued commitment to sustainability can deliver long-term value to our company, our stakeholders and our global community.",21,0.974675953388214,0.9994100332260132,0.0081499814987182,1,1,0,"E,S",env_17,"Generic stakeholder-benefit framing: commitment to sustainability delivering long-term value to company, stakeholders, and community is intentional ESG language but unquantified.",Corporate,1,specificity_env_full_0_19,positive,True,False,False,True,1.0,1.0,True,False
AIG,2019,N. America,,14/09/2025 14:36:06,We reached several sustainability leadership and reporting milestones last year.,10,0.99797385931015,0.9966955184936525,0.8671668767929077,1,1,1,"E,S,G",env_18,"Named but unquantified corporate milestone: 'sustainability leadership and reporting milestones' are specific ESG achievements, but no number is given.",Corporate,2,specificity_env_full_0_19,positive,True,True,True,True,2.0,2.0,True,False
AIG,2019,N. America,,14/09/2025 14:36:06,We appointed AIG’s first Chief Sustainability Officer to lead the development of a company-wide sustainability strategy and program.,18,0.925209105014801,0.9993079900741576,0.0776605606079101,1,1,0,"E,S",env_19,"Named corporate role and program: 'first Chief Sustainability Officer' and a company-wide sustainability strategy are specific, checkable ESG commitments without a figure.",Corporate,2,specificity_env_full_0_19,neutral,True,True,True,True,2.0,2.0,False,False
AIG,2019,N. America,,14/09/2025 14:36:06,We also published our inaugural Task Force on Climate- related Financial Disclosures (TCFD) report to provide greater transparency and align reporting activities in this area with industry standards.,28,0.9873290061950684,0.0002922415733337,0.8684049844741821,1,0,1,"E,G",env_20,Corporate: 'We published' is the firm’s own action; Tier 2 because 'TCFD report' names a specific framework/report with no figure (Rule 6).,Corporate,2,specificity_env_full_20_39,positive,True,True,True,True,2.0,2.0,True,False
AIG,2019,N. America,,14/09/2025 14:36:06,The TCFD report and more information about AIG’s approach to sustainability and community are on our Corporate Responsibility website.,19,0.9455971717834472,0.9993577599525452,0.93208909034729,1,1,1,"E,S,G",env_21,Corporate: 'AIG’s approach' and 'our Corporate Responsibility website' are company-owned; Tier 2 because 'TCFD report' and 'sustainability and community' name a concrete disclosure channel without a number.,Corporate,2,specificity_env_full_20_39,neutral,True,True,True,True,2.0,2.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,Our industry is central to global economic stability and growth and plays a critical role in supporting communities and helping them re- build when catastrophes (CATs) and other disruptive events occur.,31,0.7258695960044861,0.9749691486358644,0.0011453628540039,1,1,0,"E,S",env_22,"Contextual: 'Our industry' describes the sector, not AIG’s own action; Tier 1 because it is ESG-adjacent but only broad claims about stability, communities, and catastrophes with no metric or named program.",Contextual,1,specificity_env_full_20_39,neutral,False,False,False,True,,1.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,"It is apparent in the commitments we are making to improve our communities, invest in our colleagues and preserve our environment.",21,0.9816446304321288,0.9995211362838744,0.0024197101593017,1,1,0,"E,S",env_23,"Corporate: 'we are making' is the firm’s commitment; Tier 1 because 'improve our communities, invest in our colleagues and preserve our environment' is intentional but vague boilerplate.",Corporate,1,specificity_env_full_20_39,neutral,True,False,False,True,1.0,1.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,"We strive for excellence and positive results in our financial performance, in how our colleagues serve our clients and distribution partners, in our performance as evaluators and underwriters of risk and in our performance as an agent of change in helping the world navigate global challenges and environmental, social and governance (ESG) issues.",53,0.9876580834388732,0.993630826473236,0.9812059998512268,1,1,1,"E,S,G",env_24,"Corporate: 'We strive' and 'our performance' are company actions; Tier 1 because the ESG language ('environmental, social and governance issues') is generic and unquantified.",Corporate,1,specificity_env_full_20_39,positive,True,False,False,True,1.0,1.0,True,False
AIG,2021,N. America,,14/09/2025 14:38:23,"that insurance companies, like AIG, can be a catalyst for positive change as it relates to sustainability advancements and renewable energy expansion.",22,0.9646433591842652,0.99734228849411,0.006113588809967,1,1,0,"E,S",env_25,"Contextual: the subject is generic 'insurance companies, like AIG,' describing the industry’s role; Tier 2 because 'sustainability advancements' and 'renewable energy expansion' point to specific ESG business areas.",Contextual,2,specificity_env_full_20_39,positive,False,False,True,True,,2.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,AIG is focused on the realities of climate change and its impact on the insurance industry.,16,0.9798744320869446,0.0001255273818969,0.0018423199653625,1,0,0,E,env_26,Corporate: 'AIG is focused' is the company’s own stance; Tier 1 because 'climate change' and its impact are stated generally with no named program or metric.,Corporate,1,specificity_env_full_20_39,neutral,True,False,False,True,1.0,1.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,"Since 2012, there have been 12 CAT events with insured losses exceeding $10 billion and ten of those occurred between 2017 and 2021.i Total CAT losses were approximately $120 billion in 2021, which is the second highest total of all time.ii Furthermore, 2021 was the sixth warmest year on record since the National Oceanic and Atmospheric Administration (NOAA) began tracking global temperatures in 1880.iii Hurricane Ida, estimated at $36 billion of insured losses, was the third largest hurricane on record.",80,0.9897539615631104,0.000142216682434,0.000767707824707,1,0,0,E,env_27,"Contextual: the sentence reports industry/CAT statistics and NOAA temperature data, not AIG action; Tier 3 because it includes multiple quantified losses, counts, and dates (12 events, $10 billion, $120 billion, 2021, $36 billion).",Contextual,3,specificity_env_full_20_39,negative,False,False,True,True,,3.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,"In North America, $17 billion of winter weather losses was the largest on record for this peril.",17,0.9879087805747986,0.0001215934753417,0.0008630156517028,1,0,0,E,env_28,Contextual: '$17 billion of winter weather losses' is an external loss statistic; Tier 3 because it gives a specific quantified insured-loss figure.,Contextual,3,specificity_env_full_20_39,negative,False,False,True,True,,3.0,False,False
AIG,2021,N. America,,14/09/2025 14:38:23,"And, $13 billion of insured losses for European flooding was the costliest disaster on record for the continent.iv",18,0.9229816198349,0.0001165866851806,0.0009105205535888,1,0,0,E,env_29,Contextual: '$13 billion of insured losses for European flooding' is a catastrophe loss statistic with no firm actor; Tier 3 because the dollar amount is specific and verifiable.,Contextual,3,specificity_env_full_20_39,negative,False,False,True,True,,3.0,False,False
